api,section,endpoint,block,parameter,value_type,required,props,max,description,doc_url
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,jobs[].jobStatus,String,,,,"The job's status. One of: - QUEUED: Waiting to run - WORKING: Running - FINISHED: Completed - FAILED: Failed Jobs whose status is QUEUED or WORKING haven't completed the process of adding user IDs or IFAs. If you want to send messages to the users including the added target recipients, confirm that jobs[].jobStatus for the relevant job is FINISHED.",https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,owner.serviceType,String,,,,Name of the service that created the audience. One of: - bm: Business Manager - lap: LINE Ads - account: LINE Official Account - yda: LY Ads,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,owner.id,String,,,,ID of the account that created the audience.,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,owner.name,String,,,,Name of the account that created the audience.,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficIsMyTag,Boolean,,,,- For LINE Tag: Returns true if the LINE Tag is created by the LINE Official Account linked to your Messaging API channel. - For Tracking Tag: Always returns false.,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficBmTagSharingStatus,String,,,,"The value that indicates the Business Manager sharing status of the LINE Tag or Tracking Tag used in the web traffic audience. For LINE Tag, one of: - SHARED: Shared on the Business Manager. - UNSHARED: Not shared on the Business Manager. - ERROR: Tag details can't be retrieved due to a temporary error. For Tracking Tag, one of: - SHARED: The organization in the Business Manager that created the Tracking Tag is linked to the LINE Official Account. - UNSHARED: The organization in the Business Manager that created the Tracking Tag isn't linked to the LINE Official Account. - ERROR: Tag details c",https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficIsTagDeleted,Boolean,,,,- For LINE Tag: Returns true if the LINE Tag used in this web traffic audience has already been deleted. - For Tracking Tag: Always returns false.,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficTagCreateRoute,String,,,,Routes that created the webtraffic audience. One of the following values: - OA_MANAGER: Audience created with LINE Official Account Manager - AD_MANAGER: Audience created with LINE Ads - BUSINESS_MANAGER: Audience created with Business Manager,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficVisitType,String,,,,Matching method for the LINE Tag or Tracking Tag. One of: - VISIT_ALL: All visiting users - URL_MATCHING: URL condition - EVENT_MATCHING: Event specification,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficRetentionDays,String,,,,Retention period for the web traffic audience.,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficTagEventType,String,false,"annotation=""Not always included""",,Type of event code. Only included if webtrafficVisitType is EVENT_MATCHING. One of: - CONVERSION_EVENT: Conversion codes - CUSTOM_EVENT: Custom event codes,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficCustomEventName,String,false,"annotation=""Not always included""",,Custom event name. Only included if webtrafficVisitType is EVENT_MATCHING and webtrafficTagEventType is CUSTOM_EVENT.,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficMatchingType,String,false,"annotation=""Not always included""",,Event matching method for the LINE Tag or Tracking Tag. Only included if webtrafficVisitType is EVENT_MATCHING or URL_MATCHING. Value is always NORMAL.,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficConditionGroup,Array,,,,Array of matching conditions.,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficConditionGroup[].conditionType,String,,,,Matching condition for keywords in the keywords array. One of: - CONTAIN: Contains keywords - NOT_CONTAIN: Does not contain keywords - EQUAL_TO: Matches keywords,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficConditionGroup[].keywords[],Array of strings,,,,Array of keywords used for matching criteria.,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficTagId,String,,,,Tag ID for the LINE Tag or Tracking Tag.,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get shared audience data in Business Manager,Response,webtrafficTagOwnerName,String,false,"annotation=""Not always included""",,Name of the account that issued the LINE Tag. This is only included when the web traffic audience uses a LINE Tag.,https://developers.line.biz/en/reference/messaging-api/#get-shared-audience-data-in-business-manager
messaging-api,Managing Audience,Get a list of shared audiences in Business Manager,Request headers,Authorization,Bearer {channel access token},true,required,,,https://developers.line.biz/en/reference/messaging-api/#get-a-list-of-shared-audiences-in-business-manager
messaging-api,Managing Audience,Get a list of shared audiences in Business Manager,Query parameters,page,"The page to return when getting (paginated) results. Must be 1 or higher. If omitted, page 1 is retrieved.",false,optional,,"If you want to retrieve all audiences, repeat the request while incrementing the page parameter until the audienceGroups array in the response is less than the page size (size).",https://developers.line.biz/en/reference/messaging-api/#get-a-list-of-shared-audiences-in-business-manager
messaging-api,Managing Audience,Get a list of shared audiences in Business Manager,Query parameters,description,"The name of the audience(s) to return. You can search for partial matches. This is case-insensitive, meaning AUDIENCE and audience are considered identical. If omitted, the name of the audience(s) will not be used as a search criterion.",false,optional,,,https://developers.line.biz/en/reference/messaging-api/#get-a-list-of-shared-audiences-in-business-manager
messaging-api,Managing Audience,Get a list of shared audiences in Business Manager,Query parameters,status,"The status of the audience(s) to return. If omitted, the status of the audience(s) will not be used as a search criterion. One of:",false,optional,,- IN_PROGRESS: Pending. - READY: Ready to accept messages. - FAILED: An error occurred while creating the audience. - EXPIRED: Expired. Audiences are automatically deleted a month after they expire.,https://developers.line.biz/en/reference/messaging-api/#get-a-list-of-shared-audiences-in-business-manager
